"PassengerId","Survived"
892,0.187570819587766
893,0.323539489225301
894,0.08193599442005
895,0.101974365616132
896,0.657383086184887
897,0.0873682481694038
898,0.765268967352954
899,0.145949266600485
900,0.702278169822547
901,0.0830932362604471
902,0.10503848967231
903,0.0735281820773847
904,0.940483981496009
905,0.0462787187794383
906,0.837774575775517
907,0.793662136287188
908,0.25824922802767
909,0.0825701397826303
910,0.660780876315874
911,0.529378942656028
912,0.0739426619339548
913,0.603944548170425
914,0.868282222814237
915,0.229822681154514
916,0.900969834003709
917,0.0209769517863664
918,0.92744721452137
919,0.0825701397826303
920,0.379109287301552
921,0.0837050595232504
922,0.0462787187794383
923,0.135608842926366
924,0.596954303698732
925,0.796214542023667
926,0.405805806365447
927,0.0881764282002581
928,0.744723287868197
929,0.647471606559673
930,0.0944051468251168
931,0.19946352633969
932,0.0876360054906074
933,0.366239862665743
934,0.0953907647229891
935,0.830605485369846
936,0.874381031816705
937,0.131953595295529
938,0.226686335630996
939,0.167295816751208
940,0.88415878351193
941,0.762007610016859
942,0.375772570960639
943,0.135448137890574
944,0.703254893516502
945,0.854634642086096
946,0.160738761115867
947,0.0759153623982129
948,0.115681274842326
949,0.202612314843773
950,0.0763727018695092
951,0.953885403032652
952,0.0971276633415844
953,0.15034307398339
954,0.0944798943136018
955,0.764679084859955
956,0.956799220836541
957,0.848737432919322
958,0.769854845253343
959,0.0878028729847818
960,0.401159857641706
961,0.724372840335861
962,0.764679084859955
963,0.097266465451981
964,0.75483711007709
965,0.401159857641706
966,0.953885403032652
967,0.540032577410533
968,0.142061106631759
969,0.753947591590181
970,0.157392937945375
971,0.764679084859955
972,0.611398163064086
973,0.17616320782069
974,0.0735281820773847
975,0.10503848967231
976,0.25824922802767
977,0.0658375973697522
978,0.784923560865734
979,0.727814729162802
980,0.938006290865288
981,0.796970187551541
982,0.632495106441834
983,0.1266124554523
984,0.936774164517693
985,0.142061106631759
986,0.193322762127484
987,0.117453623969802
988,0.837774575775517
989,0.148759843894668
990,0.654972033768182
991,0.155802079360003
992,0.915804573901303
993,0.139220060308837
994,0.167295816751208
995,0.1266124554523
996,0.642901157932855
997,0.128797326490638
998,0.159779899264246
999,0.167295816751208
1000,0.101974365616132
1001,0.297992898445919
1002,0.123392402786347
1003,0.818437667146566
1004,0.929426801411679
1005,0.752906534565758
1006,0.848786923618441
1007,0.0606789592931801
1008,0.0823624824304472
1009,0.80668397169826
1010,0.519269887978609
1011,0.81754632632645
1012,0.731916958861957
1013,0.118281707836203
1014,0.949832055822626
1015,0.0903660052261763
1016,0.167295816751208
1017,0.619894951719484
1018,0.117453623969802
1019,0.754271200432861
1020,0.127648777067751
1021,0.131953595295529
1022,0.155802079360003
1023,0.882768917813877
1024,0.132334492637714
1025,0.0565423773850202
1026,0.0699000755427803
1027,0.097266465451981
1028,0.0892840052844244
1029,0.150374122101338
1030,0.728127970394113
1031,0.00398406472271924
1032,0.0513469534270461
1033,0.896056367065396
1034,0.257379684617496
1035,0.194991885103423
1036,0.179454387427121
